#year	doy	hr	Fe1p2	Fe130
2004	151	6	1.6328	4.4106
2004	151	7	1.6308	4.4197
2004	151	8	1.6085	4.3559
2004	151	9	1.6023	4.4181
2004	151	10	1.6228	4.6667
2004	151	11	1.6877	4.9753
2004	151	12	1.6884	4.5603
2004	151	13	1.5688	4.5373
2004	151	14	1.3971	4.3380
2004	151	15	1.3139	4.2781
2004	151	16	1.2258	4.2367
2004	151	17	1.1647	4.1225
2004	151	18	1.3145	4.1665
2004	151	19	1.4450	4.2589
2004	151	20	1.4634	4.2573
2004	151	21	1.4735	4.2806
2004	151	22	1.3934	4.3714
2004	151	23	1.2964	4.4240
2004	152	0	1.0584	4.4369
2004	152	1	1.2594	5.4333
2004	152	2	1.3651	5.1247
2004	152	3	1.3675	4.8115
2004	152	4	1.3566	4.7609
2004	152	5	1.4155	4.5799
2004	152	6	1.4586	4.6002
2004	152	7	1.5032	4.5241
2004	152	8	1.5005	4.4678
2004	152	9	1.5005	4.7396
2004	152	10	1.5188	4.6889
2004	152	11	1.5494	4.6723
2004	152	12	1.6437	4.5720
2004	152	13	1.6639	4.4756
2004	152	14	1.6457	4.4362
2004	152	15	1.6189	4.4142
2004	152	16	1.5797	4.3897
2004	152	17	1.5079	4.3768
2004	152	18	1.5015	4.3274
2004	152	19	1.5934	4.3228
2004	152	20	1.6780	4.6557
2004	152	21	1.6892	4.5656
2004	152	22	1.7111	4.4449
2004	152	23	1.6807	4.4187
2004	153	0	1.6590	4.4155
2004	153	1	1.6626	5.1408
2004	153	2	1.7704	5.0822
2004	153	3	1.8011	4.8057
2004	153	4	1.7949	5.0364
2004	153	5	1.7839	4.8996
2004	153	6	1.8459	4.8452
2004	153	7	1.8565	4.5983
2004	153	8	1.8447	4.9500
2004	153	9	1.8069	4.8151
2004	153	10	1.7783	4.5837
2004	153	11	1.7417	4.5622
2004	153	12	1.7060	4.4823
2004	153	13	1.7267	5.1902
2004	153	14	1.6744	4.8429
2004	153	15	1.5688	4.5691
2004	153	16	1.5069	4.3477
2004	153	17	1.4322	4.2258
2004	153	18	1.4616	4.2649
2004	153	19	1.5624	4.2528
2004	153	20	1.6386	4.2960
2004	153	21	1.6979	4.2483
2004	153	22	1.7004	5.0148
2004	153	23	1.8197	5.4680
2004	154	0	1.8013	5.0550
2004	154	1	1.8246	4.7967
2004	154	2	1.8636	4.6462
2004	154	3	1.9022	4.6060
2004	154	4	1.9269	4.5912
2004	154	5	1.9126	4.4614
2004	154	6	1.8772	4.5644
2004	154	7	1.8817	4.6028
2004	154	8	1.8398	4.4858
2004	154	9	1.8565	4.4500
2004	154	10	1.7816	4.3839
2004	154	11	1.7736	4.3851
2004	154	12	1.7976	4.3563
2004	154	13	1.7843	4.3463
2004	154	14	1.7478	4.3679
2004	154	15	1.7174	4.3245
2004	154	16	1.6649	4.4118
2004	154	17	1.6863	4.4064
2004	154	18	1.7262	4.3011
2004	154	19	1.7771	4.3031
2004	154	20	1.8608	4.4456
2004	154	21	1.8809	5.1561
2004	154	22	1.9310	4.7977
2004	154	23	1.9186	4.6958
2004	155	0	-9999.9	-9999.9
2004	155	1	-9999.9	-9999.9
2004	155	2	-9999.9	-9999.9
2004	155	3	-9999.9	-9999.9
2004	155	4	-9999.9	-9999.9
2004	155	5	-9999.9	-9999.9
2004	155	6	-9999.9	-9999.9
2004	155	7	-9999.9	-9999.9
2004	155	8	-9999.9	-9999.9
2004	155	9	-9999.9	-9999.9
2004	155	10	-9999.9	-9999.9
2004	155	11	-9999.9	-9999.9
2004	155	12	-9999.9	-9999.9
2004	155	13	-9999.9	-9999.9
2004	155	14	-9999.9	-9999.9
2004	155	15	-9999.9	-9999.9
2004	155	16	-9999.9	-9999.9
2004	155	17	-9999.9	-9999.9
2004	155	18	-9999.9	-9999.9
2004	155	19	-9999.9	-9999.9
2004	155	20	-9999.9	-9999.9
2004	155	21	-9999.9	-9999.9
2004	155	22	-9999.9	-9999.9
2004	155	23	-9999.9	-9999.9
2004	156	0	-9999.9	-9999.9
2004	156	1	-9999.9	-9999.9
2004	156	2	-9999.9	-9999.9
2004	156	3	-9999.9	-9999.9
2004	156	4	-9999.9	-9999.9
2004	156	5	-9999.9	-9999.9
2004	156	6	-9999.9	-9999.9
2004	156	7	-9999.9	-9999.9
2004	156	8	-9999.9	-9999.9
2004	156	9	-9999.9	-9999.9
2004	156	10	-9999.9	-9999.9
2004	156	11	-9999.9	-9999.9
2004	156	12	-9999.9	-9999.9
2004	156	13	-9999.9	-9999.9
2004	156	14	-9999.9	-9999.9
2004	156	15	-9999.9	-9999.9
2004	156	16	-9999.9	-9999.9
2004	156	17	-9999.9	-9999.9
2004	156	18	-9999.9	-9999.9
2004	156	19	-9999.9	-9999.9
2004	156	20	-9999.9	-9999.9
2004	156	21	-9999.9	-9999.9
2004	156	22	-9999.9	-9999.9
2004	156	23	-9999.9	-9999.9
2004	157	0	-9999.9	-9999.9
2004	157	1	-9999.9	-9999.9
2004	157	2	-9999.9	-9999.9
2004	157	3	-9999.9	-9999.9
2004	157	4	-9999.9	-9999.9
2004	157	5	-9999.9	-9999.9
2004	157	6	-9999.9	-9999.9
2004	157	7	-9999.9	-9999.9
2004	157	8	-9999.9	-9999.9
2004	157	9	-9999.9	-9999.9
2004	157	10	-9999.9	-9999.9
2004	157	11	-9999.9	-9999.9
2004	157	12	-9999.9	-9999.9
2004	157	13	-9999.9	-9999.9
2004	157	14	-9999.9	-9999.9
2004	157	15	-9999.9	-9999.9
2004	157	16	-9999.9	-9999.9
2004	157	17	-9999.9	-9999.9
2004	157	18	-9999.9	-9999.9
2004	157	19	-9999.9	-9999.9
2004	157	20	-9999.9	-9999.9
2004	157	21	-9999.9	-9999.9
2004	157	22	-9999.9	-9999.9
2004	157	23	-9999.9	-9999.9
2004	158	0	-9999.9	-9999.9
2004	158	1	-9999.9	-9999.9
2004	158	2	-9999.9	-9999.9
2004	158	3	-9999.9	-9999.9
2004	158	4	-9999.9	-9999.9
2004	158	5	-9999.9	-9999.9
2004	158	6	-9999.9	-9999.9
2004	158	7	-9999.9	-9999.9
2004	158	8	-9999.9	-9999.9
2004	158	9	-9999.9	-9999.9
2004	158	10	-9999.9	-9999.9
2004	158	11	-9999.9	-9999.9
2004	158	12	-9999.9	-9999.9
2004	158	13	-9999.9	-9999.9
2004	158	14	-9999.9	-9999.9
2004	158	15	-9999.9	-9999.9
2004	158	16	-9999.9	-9999.9
2004	158	17	-9999.9	-9999.9
2004	158	18	-9999.9	-9999.9
2004	158	19	-9999.9	-9999.9
2004	158	20	-9999.9	-9999.9
2004	158	21	-9999.9	-9999.9
2004	158	22	-9999.9	-9999.9
2004	158	23	-9999.9	-9999.9
2004	159	0	-9999.9	-9999.9
2004	159	1	-9999.9	-9999.9
2004	159	2	-9999.9	-9999.9
2004	159	3	-9999.9	-9999.9
2004	159	4	-9999.9	-9999.9
2004	159	5	-9999.9	-9999.9
2004	159	6	-9999.9	-9999.9
2004	159	7	-9999.9	-9999.9
2004	159	8	-9999.9	-9999.9
2004	159	9	-9999.9	-9999.9
2004	159	10	-9999.9	-9999.9
2004	159	11	-9999.9	-9999.9
2004	159	12	-9999.9	-9999.9
2004	159	13	-9999.9	-9999.9
2004	159	14	-9999.9	-9999.9
2004	159	15	-9999.9	-9999.9
2004	159	16	-9999.9	-9999.9
2004	159	17	-9999.9	-9999.9
2004	159	18	-9999.9	-9999.9
2004	159	19	-9999.9	-9999.9
2004	159	20	-9999.9	-9999.9
2004	159	21	-9999.9	-9999.9
2004	159	22	-9999.9	-9999.9
2004	159	23	-9999.9	-9999.9
2004	160	0	1.7358	5.0720
2004	160	1	1.6316	4.8420
2004	160	2	1.6308	4.9384
2004	160	3	1.7199	4.7134
2004	160	4	1.7493	4.6277
2004	160	5	1.7747	4.5685
2004	160	6	1.7783	4.4673
2004	160	7	1.7248	4.4471
2004	160	8	1.7165	4.4464
2004	160	9	1.7389	4.4304
2004	160	10	1.7637	4.8140
2004	160	11	1.7553	4.8059
2004	160	12	1.7409	4.6269
2004	160	13	1.7124	4.5384
2004	160	14	1.7110	4.5306
2004	160	15	1.6530	4.5332
2004	160	16	1.6228	4.5304
2004	160	17	1.5269	4.5286
2004	160	18	1.6123	4.4407
2004	160	19	1.6814	4.9950
2004	160	20	1.6606	4.8224
2004	160	21	1.7262	4.6907
2004	160	22	1.7063	4.5664
2004	160	23	1.6780	4.5002
2004	161	0	1.6795	4.9682
2004	161	1	1.7517	4.7925
2004	161	2	1.7818	4.5774
2004	161	3	1.7929	4.5583
2004	161	4	1.8173	4.5290
2004	161	5	1.8727	4.6349
2004	161	6	1.8926	4.6593
2004	161	7	1.9549	4.6452
2004	161	8	1.9358	4.5750
2004	161	9	1.8663	4.4965
2004	161	10	1.8028	4.4714
2004	161	11	1.8230	4.8917
2004	161	12	1.8181	4.6155
2004	161	13	1.7741	4.3877
2004	161	14	1.7110	4.3324
2004	161	15	1.6530	4.1930
2004	161	16	1.3674	5.0266
2004	161	17	1.5197	4.8826
2004	161	18	1.5417	4.5859
2004	161	19	1.5838	4.6355
2004	161	20	1.6489	4.5355
2004	161	21	1.7135	4.5218
2004	161	22	1.7103	4.3859
2004	161	23	1.6919	4.4907
2004	162	0	1.6403	4.5451
2004	162	1	1.6660	4.5691
2004	162	2	1.6465	4.6416
2004	162	3	1.6963	4.6459
2004	162	4	1.7386	4.8951
2004	162	5	1.7922	4.6541
2004	162	6	1.8483	4.6064
2004	162	7	1.7949	4.5542
2004	162	8	1.7169	4.4326
2004	162	9	1.6758	4.4404
2004	162	10	1.5987	4.4104
2004	162	11	1.5848	4.3947
2004	162	12	1.5688	4.4257
2004	162	13	1.5390	4.4133
2004	162	14	1.5366	4.3645
2004	162	15	1.4640	4.3259
2004	162	16	1.3870	4.3091
2004	162	17	1.3139	4.2814
2004	162	18	1.3659	4.2371
2004	162	19	1.5443	4.1852
2004	162	20	1.5915	4.3621
2004	162	21	1.6121	4.2838
2004	162	22	1.5993	4.1812
2004	162	23	1.5705	4.1839
2004	163	0	1.5155	5.0308
2004	163	1	1.5314	4.8579
2004	163	2	1.5937	4.5791
2004	163	3	1.5907	4.4588
2004	163	4	1.5864	4.4490
2004	163	5	1.6001	4.4310
2004	163	6	1.6362	4.4315
2004	163	7	1.6147	4.4834
2004	163	8	1.6576	4.7150
2004	163	9	1.6188	4.6540
2004	163	10	1.6189	4.3968
2004	163	11	1.6081	4.3967
2004	163	12	1.5784	4.3831
2004	163	13	1.5438	4.3714
2004	163	14	1.5069	4.3574
2004	163	15	1.4555	4.3357
2004	163	16	1.3904	4.2769
2004	163	17	1.3675	4.3278
2004	163	18	1.4349	4.3428
2004	163	19	1.4859	4.3297
2004	163	20	1.5027	4.3212
2004	163	21	1.5494	4.3276
2004	163	22	1.5658	4.3221
2004	163	23	1.5501	4.3146
2004	164	0	1.5085	4.3214
2004	164	1	1.5373	4.3145
2004	164	2	1.5694	4.3186
2004	164	3	1.5894	4.3170
2004	164	4	1.7002	4.3897
2004	164	5	1.7553	4.4587
2004	164	6	1.7626	4.3786
2004	164	7	1.7448	4.3565
2004	164	8	1.6863	4.2723
2004	164	9	1.6269	4.1878
2004	164	10	1.5784	4.1385
2004	164	11	1.5417	4.0982
2004	164	12	1.5143	4.0679
2004	164	13	1.4735	4.0519
2004	164	14	1.4409	4.0150
2004	164	15	1.4288	3.9949
2004	164	16	1.3870	3.9751
2004	164	17	1.3817	3.9819
2004	164	18	1.3711	3.9976
2004	164	19	1.3888	3.9891
2004	164	20	1.4259	3.9897
2004	164	21	1.4468	3.9946
2004	164	22	1.4556	3.9938
2004	164	23	1.4411	4.0027
2004	165	0	1.4476	4.0014
2004	165	1	1.4703	4.0035
2004	165	2	1.5032	4.0233
2004	165	3	1.5085	4.0350
2004	165	4	1.5274	4.0544
2004	165	5	1.5388	4.0791
2004	165	6	1.5648	4.0571
2004	165	7	1.6208	4.1170
2004	165	8	1.6023	4.1243
2004	165	9	1.5762	4.1005
2004	165	10	1.5398	4.0661
2004	165	11	1.5274	4.0684
2004	165	12	1.4878	4.0280
2004	165	13	1.4860	4.0139
2004	165	14	1.4526	4.0032
2004	165	15	1.4349	3.9934
2004	165	16	1.3938	3.9837
2004	165	17	1.3629	3.9691
2004	165	18	1.3844	3.9472
2004	165	19	1.3974	3.9553
2004	165	20	1.4265	3.9432
2004	165	21	1.4547	3.9439
2004	165	22	1.4502	3.9540
2004	165	23	1.4307	3.9585
2004	166	0	1.4499	3.9549
2004	166	1	1.4591	3.9067
2004	166	2	1.4935	3.9054
2004	166	3	1.5136	3.9275
2004	166	4	1.5388	3.9316
2004	166	5	1.5603	3.9250
2004	166	6	1.5894	3.9078
2004	166	7	1.6248	3.8947
2004	166	8	1.6288	3.7819
2004	166	9	1.5762	3.6288
2004	166	10	1.4925	3.5381
2004	166	11	1.1920	3.5050
2004	166	12	1.0759	3.5062
2004	166	13	1.0009	3.4367
2004	166	14	0.57749	3.7140
2004	166	15	0.42325	3.9056
2004	166	16	0.35603	3.9374
2004	166	17	0.31175	3.9065
2004	166	18	0.35603	3.8784
2004	166	19	0.44248	3.9303
2004	166	20	0.46538	3.9436
2004	166	21	0.38561	4.0419
2004	166	22	0.37840	4.1020
2004	166	23	0.34830	4.1449
2004	167	0	0.37840	4.1430
2004	167	1	0.44404	4.2069
2004	167	2	0.41497	4.1756
2004	167	3	0.38202	4.2158
2004	167	4	0.36736	4.2303
2004	167	5	0.49276	4.2164
2004	167	6	0.94151	4.7961
2004	167	7	0.97313	4.9352
2004	167	8	0.93902	4.5384
2004	167	9	0.70329	4.3828
2004	167	10	0.57054	4.3517
2004	167	11	0.57749	4.3568
2004	167	12	0.61909	4.2897
2004	167	13	0.59329	4.7152
2004	167	14	0.65706	4.7223
2004	167	15	0.57749	4.3275
2004	167	16	0.53148	4.2535
2004	167	17	0.58092	4.2634
2004	167	18	0.58092	4.1906
2004	167	19	0.66652	4.1260
2004	167	20	0.68664	4.2722
2004	167	21	0.76343	4.3558
2004	167	22	0.83569	4.4053
2004	167	23	0.84819	4.3641
2004	168	0	0.87967	4.4791
2004	168	1	0.99078	4.4531
2004	168	2	1.1113	4.3591
2004	168	3	1.2425	4.4042
2004	168	4	1.2885	4.3836
2004	168	5	1.2707	4.4026
2004	168	6	1.3012	4.3769
2004	168	7	1.5032	5.0006
2004	168	8	1.5850	4.8492
2004	168	9	1.6188	4.7427
2004	168	10	1.5850	4.6051
2004	168	11	1.5460	4.5309
2004	168	12	1.5111	4.5154
2004	168	13	1.4833	4.4880
2004	168	14	1.4640	4.4698
2004	168	15	1.4496	4.4452
2004	168	16	1.4583	4.4232
2004	168	17	1.4615	4.4013
2004	168	18	1.4679	4.3901
2004	168	19	1.4384	4.3729
2004	168	20	1.4562	4.3744
2004	168	21	1.4591	4.3642
2004	168	22	1.4736	4.3774
2004	168	23	1.5388	4.4208
2004	169	0	1.5506	4.4174
2004	169	1	1.5660	4.4019
2004	169	2	1.5818	4.4073
2004	169	3	1.6065	4.3969
2004	169	4	1.5850	4.3775
2004	169	5	1.5613	4.3643
2004	169	6	1.5671	4.3421
2004	169	7	1.5457	4.2923
2004	169	8	1.5579	4.2958
2004	169	9	1.5119	4.2605
2004	169	10	1.4943	4.2487
2004	169	11	1.4873	4.3092
2004	169	12	1.4849	4.2607
2004	169	13	1.4655	4.2383
2004	169	14	1.4791	4.2106
2004	169	15	1.4406	4.2698
2004	169	16	1.4226	4.2351
2004	169	17	1.4288	4.2074
2004	169	18	1.4160	4.2032
2004	169	19	1.3560	4.1744
2004	169	20	1.4254	4.2053
2004	169	21	1.4472	4.2053
2004	169	22	1.4655	4.2313
2004	169	23	1.5005	4.2940
2004	170	0	1.5093	4.2900
2004	170	1	1.5298	4.2407
2004	170	2	-9999.9	-9999.9
2004	170	3	-9999.9	-9999.9
2004	170	4	-9999.9	-9999.9
2004	170	5	1.6188	4.3397
2004	170	6	1.6539	4.2948
2004	170	7	1.6425	4.2719
2004	170	8	1.6367	4.2649
2004	170	9	1.6463	4.4868
2004	170	10	1.6438	4.3669
2004	170	11	1.6335	4.3452
2004	170	12	1.6155	4.4503
2004	170	13	1.5619	4.2836
2004	170	14	1.5942	4.7828
2004	170	15	1.5864	4.5624
2004	170	16	1.4806	4.3270
2004	170	17	1.4932	4.2674
2004	170	18	1.5256	4.2466
2004	170	19	1.5735	4.2791
2004	170	20	1.5664	4.2912
2004	170	21	1.5784	4.2942
2004	170	22	1.5780	4.3076
2004	170	23	1.5484	4.3011
2004	171	0	1.5763	4.3143
2004	171	1	1.5974	4.3211
2004	171	2	1.6437	4.3198
2004	171	3	1.6758	4.2959
2004	171	4	1.7000	4.2790
2004	171	5	1.7050	4.2945
2004	171	6	1.6881	4.2766
2004	171	7	-9999.9	-9999.9
2004	171	8	-9999.9	-9999.9
2004	171	9	-9999.9	-9999.9
2004	171	10	-9999.9	-9999.9
2004	171	11	-9999.9	-9999.9
2004	171	12	-9999.9	-9999.9
2004	171	13	-9999.9	-9999.9
2004	171	14	-9999.9	-9999.9
2004	171	15	1.5317	4.1915
2004	171	16	1.5069	4.1948
2004	171	17	1.4467	4.1867
2004	171	18	1.5085	4.2233
2004	171	19	1.5494	4.2634
2004	171	20	1.5973	4.2659
2004	171	21	1.6123	4.2632
2004	171	22	1.5971	4.2691
2004	171	23	1.5775	4.2783
2004	172	0	1.5648	4.2738
2004	172	1	1.5993	4.2475
2004	172	2	1.6248	4.2498
2004	172	3	1.6338	4.2537
2004	172	4	1.6933	4.2234
2004	172	5	1.7035	4.2492
2004	172	6	1.7386	4.2612
2004	172	7	1.7244	4.2592
2004	172	8	1.7262	4.2562
2004	172	9	1.7197	4.2508
2004	172	10	1.6649	4.1940
2004	172	11	1.6463	4.1945
2004	172	12	1.6228	4.1715
2004	172	13	1.5869	4.1432
2004	172	14	1.5792	4.1278
2004	172	15	1.5529	4.1189
2004	172	16	1.5155	4.1032
2004	172	17	1.4876	4.0817
2004	172	18	1.4905	4.1029
2004	172	19	1.5235	4.1322
2004	172	20	1.5357	4.1239
2004	172	21	1.5468	4.1042
2004	172	22	1.5433	4.0815
2004	172	23	1.5457	4.0742
2004	173	0	1.5853	4.0773
2004	173	1	1.6078	4.0790
2004	173	2	1.6308	4.0921
2004	173	3	1.6536	4.1030
2004	173	4	1.6612	4.1010
2004	173	5	1.6863	4.1027
2004	173	6	1.6829	4.0988
2004	173	7	1.6863	4.0904
2004	173	8	1.6722	4.0523
2004	173	9	1.6501	4.0247
2004	173	10	1.6463	3.9941
2004	173	11	1.6208	3.9672
2004	173	12	1.5739	3.9222
2004	173	13	1.5457	3.9188
2004	173	14	1.5552	3.9040
2004	173	15	1.5221	3.8696
2004	173	16	1.5095	3.8413
2004	173	17	1.4561	3.8371
2004	173	18	1.4486	3.8331
2004	173	19	1.4824	3.8230
2004	173	20	1.4932	3.8475
2004	173	21	1.4979	3.8564
2004	173	22	1.5163	3.8875
2004	173	23	1.5308	3.9029
2004	174	0	1.5519	3.8953
2004	174	1	1.5707	3.8918
2004	174	2	1.5937	3.9073
2004	174	3	1.5951	3.8955
2004	174	4	1.5894	3.8951
2004	174	5	1.6001	3.8890
2004	174	6	1.5894	3.8830
2004	174	7	1.5937	3.8802
2004	174	8	1.5937	3.8716
2004	174	9	1.5762	3.8644
2004	174	10	1.5579	3.8503
2004	174	11	1.5417	3.8507
2004	174	12	1.5388	3.8396
2004	174	13	1.5197	3.8281
2004	174	14	1.4914	3.8043
2004	174	15	1.4994	3.7929
2004	174	16	1.4898	3.7922
2004	174	17	1.4905	3.8004
2004	174	18	1.5022	3.7949
2004	174	19	1.5075	3.7793
2004	174	20	1.4765	3.7752
2004	174	21	1.4987	3.7909
2004	174	22	1.5206	3.7959
2004	174	23	1.5258	3.7947
2004	175	0	1.5506	3.8006
2004	175	1	1.5603	3.8046
2004	175	2	1.5637	3.8107
2004	175	3	1.5907	3.8098
2004	175	4	1.5806	3.7967
2004	175	5	1.5695	3.7954
2004	175	6	1.5806	3.8237
2004	175	7	1.5717	3.8135
2004	175	8	1.5850	3.8001
2004	175	9	1.5648	3.7827
2004	175	10	1.5412	3.7482
2004	175	11	1.5289	3.7263
2004	175	12	1.4843	3.7196
2004	175	13	1.4669	3.7038
2004	175	14	1.4526	3.6940
2004	175	15	1.4349	3.6906
2004	175	16	1.4288	3.6651
2004	175	17	1.4155	3.6928
2004	175	18	1.4346	3.6972
2004	175	19	1.4476	3.6810
2004	175	20	1.4219	3.6827
2004	175	21	1.4254	3.6813
2004	175	22	1.4597	3.7196
2004	175	23	1.4787	3.7233
2004	176	0	1.4994	3.7180
2004	176	1	1.5188	3.7114
2004	176	2	1.5101	3.6963
2004	176	3	1.5437	3.7283
2004	176	4	1.5324	3.7061
2004	176	5	1.5762	3.7501
2004	176	6	1.5625	3.7122
2004	176	7	1.5532	3.6750
2004	176	8	1.4703	3.6150
2004	176	9	1.4346	3.5768
2004	176	10	1.4219	3.5555
2004	176	11	1.3957	3.5348
2004	176	12	1.3629	3.5686
2004	176	13	1.3450	3.5796
2004	176	14	1.3328	3.5830
2004	176	15	1.3098	3.5589
2004	176	16	1.2851	3.5538
2004	176	17	1.2797	3.5512
2004	176	18	1.2695	3.5525
2004	176	19	1.2683	3.5611
2004	176	20	1.3253	3.5658
2004	176	21	1.3206	3.5585
2004	176	22	1.3377	3.5724
2004	176	23	1.3817	3.5499
2004	177	0	1.3888	3.5473
2004	177	1	1.3782	3.5486
2004	177	2	1.3922	3.5236
2004	177	3	1.3955	3.5243
2004	177	4	1.4155	3.5268
2004	177	5	1.4186	3.5010
2004	177	6	1.4023	3.4897
2004	177	7	1.4155	3.5097
2004	177	8	1.4186	3.5115
2004	177	9	1.4155	3.5350
2004	177	10	1.4250	3.5245
2004	177	11	1.3888	3.5058
2004	177	12	1.3600	3.4872
2004	177	13	1.3406	3.4744
2004	177	14	1.3172	3.4319
2004	177	15	1.3090	3.4238
2004	177	16	1.2840	3.3949
2004	177	17	1.2831	3.4078
2004	177	18	1.3096	3.4273
2004	177	19	1.2797	3.4947
2004	177	20	1.2707	3.4857
2004	177	21	1.2648	3.4668
2004	177	22	1.2735	3.4631
2004	177	23	1.2918	3.4615
2004	178	0	1.3004	3.4574
2004	178	1	1.3218	3.4500
2004	178	2	1.3288	3.4279
2004	178	3	1.3371	3.4364
2004	178	4	1.3674	3.5296
2004	178	5	1.3566	3.5227
2004	178	6	1.3602	3.4822
2004	178	7	1.3675	3.5091
2004	178	8	1.3955	3.5195
2004	178	9	1.3852	3.5808
2004	178	10	1.3528	3.5478
2004	178	11	1.3308	3.6447
2004	178	12	1.3212	3.6312
2004	178	13	1.3054	3.5495
2004	178	14	1.3179	3.6020
2004	178	15	1.2497	3.5187
2004	178	16	1.2009	3.3790
2004	178	17	1.1059	3.2170
2004	178	18	1.1199	3.1620
2004	178	19	1.1310	3.0576
2004	178	20	1.1492	3.0351
2004	178	21	1.1310	3.0697
2004	178	22	1.1082	3.0472
2004	178	23	1.0434	3.2901
2004	179	0	1.0945	3.6317
2004	179	1	1.0689	3.8378
2004	179	2	1.0667	3.8739
2004	179	3	1.0535	3.9530
2004	179	4	1.0813	3.8520
2004	179	5	1.0860	3.8591
2004	179	6	1.0745	3.8883
2004	179	7	1.0806	3.8849
2004	179	8	1.0806	3.9268
2004	179	9	1.1017	4.0063
2004	179	10	1.0828	4.0794
2004	179	11	1.0546	3.9854
2004	179	12	1.0546	3.9342
2004	179	13	1.0245	3.9392
2004	179	14	0.97543	3.9048
2004	179	15	0.95472	3.9259
2004	179	16	0.90309	3.9330
2004	179	17	0.84448	3.8990
2004	179	18	0.95521	3.9024
2004	179	19	1.0170	3.9548
2004	179	20	1.0580	3.9038
2004	179	21	1.0864	3.8678
2004	179	22	1.0515	3.8421
2004	179	23	1.0065	3.9187
2004	180	0	1.1166	3.8825
2004	180	1	1.0878	3.8843
2004	180	2	1.0674	3.8587
2004	180	3	1.0607	4.8617
2004	180	4	1.0592	4.5744
2004	180	5	0.96942	4.4838
2004	180	6	0.96942	4.3962
2004	180	7	0.96142	4.3539
2004	180	8	0.94498	4.2843
2004	180	9	0.94498	4.1185
2004	180	10	0.93902	4.0247
2004	180	11	0.77452	4.4137
2004	180	12	0.75358	4.0627
2004	180	13	0.65225	4.0163
2004	180	14	0.44871	3.8809
2004	180	15	0.35603	3.7898
2004	180	16	0.27646	3.7546
2004	180	17	0.29226	3.7715
2004	180	18	0.27646	3.7683
2004	180	19	0.63347	3.8137
2004	180	20	0.70927	3.8226
2004	180	21	0.61595	3.8356
2004	180	22	0.63347	4.2347
2004	180	23	0.77305	4.1581
2004	181	0	0.74507	4.1587
2004	181	1	0.61066	4.3650
2004	181	2	0.52375	5.1685
2004	181	3	0.59660	5.0143
2004	181	4	0.59329	4.7784
2004	181	5	0.63043	4.5713
2004	181	6	0.76567	4.9499
2004	181	7	0.76567	4.8709
2004	181	8	0.71012	4.5562
2004	181	9	0.61066	4.3998
2004	181	10	0.68485	4.4021
2004	181	11	0.69108	4.2772
2004	181	12	0.69108	4.3111
2004	181	13	0.78176	4.5416
2004	181	14	0.81690	4.3735
2004	181	15	0.80821	4.3250
2004	181	16	0.75358	4.3884
2004	181	17	0.78533	4.3958
2004	181	18	0.81889	4.5081
2004	181	19	1.2212	4.8258
2004	181	20	1.2808	4.7632
2004	181	21	1.3591	4.7766
2004	181	22	1.3627	4.6306
2004	181	23	1.3075	4.6573
2004	182	0	1.4723	5.0094
2004	182	1	1.5945	5.0405
2004	182	2	1.6626	4.7431
2004	182	3	1.6863	4.6201
2004	182	4	1.7230	4.5886
2004	182	5	1.7132	4.5576
2004	182	6	1.8211	4.6475
2004	182	7	1.8324	4.5241
2004	182	8	1.8589	4.8364
2004	182	9	2.0153	4.8997
2004	182	10	2.0404	4.7220
2004	182	11	1.9985	4.6545
2004	182	12	1.9899	4.5652
2004	182	13	2.0369	4.5681
2004	182	14	2.0158	4.4504
2004	182	15	1.9891	4.4871
2004	182	16	1.9541	4.4701
2004	182	17	1.9114	4.4622
2004	182	18	1.9221	4.4518
2004	182	19	1.9687	4.4172
2004	182	20	1.9798	4.4137
2004	182	21	2.0066	4.3921
2004	182	22	1.9982	4.3670
2004	182	23	1.9514	4.4211
2004	183	0	1.9512	4.4095
2004	183	1	1.9583	4.4204
2004	183	2	2.0053	4.6918
2004	183	3	2.0431	4.5361
2004	183	4	2.0636	4.4833
2004	183	5	2.0884	4.7231
2004	183	6	2.0877	4.5118
2004	183	7	2.0863	4.9286
2004	183	8	2.1215	4.9579
2004	183	9	2.1053	4.7714
2004	183	10	2.0518	4.8928
2004	183	11	2.1425	4.9297
2004	183	12	2.1205	4.7912
2004	183	13	2.0898	4.6535
2004	183	14	2.0738	4.6047
2004	183	15	2.0451	4.5758
2004	183	16	1.9941	4.5111
2004	183	17	1.9711	4.4846
2004	183	18	1.9550	4.4536
2004	183	19	2.0144	4.4989
2004	183	20	2.0403	4.4869
2004	183	21	2.0404	4.5103
2004	183	22	2.0314	4.4911
2004	183	23	1.9941	4.5074
2004	184	0	2.0275	4.5015
2004	184	1	2.0588	4.4774
2004	184	2	2.0700	4.4604
2004	184	3	2.1038	4.5634
2004	184	4	2.1522	4.7036
2004	184	5	2.1681	4.5342
2004	184	6	2.1698	4.5376
2004	184	7	2.1718	4.4937
2004	184	8	2.1609	4.5357
2004	184	9	2.1481	4.5348
2004	184	10	2.1240	4.4822
2004	184	11	2.1114	4.4654
2004	184	12	2.0941	4.4510
2004	184	13	2.0675	4.4187
2004	184	14	2.0689	4.3737
2004	184	15	2.0262	4.3353
2004	184	16	1.9883	4.6448
2004	184	17	2.0077	4.8610
2004	184	18	2.0557	4.6829
2004	184	19	2.0616	4.4798
